0,0,1,7.0
0,0,2,13.0
0,0,3,29.0
0,0,4,51.0
0,0,5,67.0
0,0,6,83.0
0,0,7,96.0
0,0,8,108.0
0,0,9,120.0
0,0,10,131.0
0,0,11,146.0
0,0,12,160.0
0,0,13,174.0
0,0,14,192.0
0,0,15,203.0
0,0,16,228.0
0,0,17,243.0
0,0,18,262.0
0,0,19,276.0
0,0,20,289.0
0,0,21,300.0
0,0,22,315.0
0,0,23,322.0
0,0,24,338.0
0,1,0,7.0
0,1,2,6.0
0,1,3,21.0
0,1,4,44.0
0,1,5,59.0
0,1,6,76.0
0,1,7,89.0
0,1,8,100.0
0,1,9,113.0
0,1,10,124.0
0,1,11,139.0
0,1,12,153.0
0,1,13,167.0
0,1,14,185.0
0,1,15,196.0
0,1,16,221.0
0,1,17,235.0
0,1,18,255.0
0,1,19,269.0
0,1,20,281.0
0,1,21,293.0
0,1,22,308.0
0,1,23,315.0
0,1,24,330.0
0,2,0,13.0
0,2,1,6.0
0,2,3,15.0
0,2,4,38.0
0,2,5,53.0
0,2,6,70.0
0,2,7,83.0
0,2,8,95.0
0,2,9,107.0
0,2,10,118.0
0,2,11,133.0
0,2,12,147.0
0,2,13,161.0
0,2,14,179.0
0,2,15,190.0
0,2,16,215.0
0,2,17,230.0
0,2,18,249.0
0,2,19,263.0
0,2,20,275.0
0,2,21,287.0
0,2,22,302.0
0,2,23,309.0
0,2,24,324.0
0,3,0,29.0
0,3,1,21.0
0,3,2,15.0
0,3,4,22.0
0,3,5,37.0
0,3,6,54.0
0,3,7,67.0
0,3,8,79.0
0,3,9,91.0
0,3,10,102.0
0,3,11,118.0
0,3,12,132.0
0,3,13,146.0
0,3,14,164.0
0,3,15,174.0
0,3,16,199.0
0,3,17,214.0
0,3,18,233.0
0,3,19,247.0
0,3,20,260.0
0,3,21,271.0
0,3,22,287.0
0,3,23,294.0
0,3,24,309.0
0,4,0,51.0
0,4,1,44.0
0,4,2,38.0
0,4,3,22.0
0,4,5,15.0
0,4,6,32.0
0,4,7,45.0
0,4,8,57.0
0,4,9,69.0
0,4,10,80.0
0,4,11,95.0
0,4,12,110.0
0,4,13,124.0
0,4,14,142.0
0,4,15,152.0
0,4,16,177.0
0,4,17,192.0
0,4,18,211.0
0,4,19,225.0
0,4,20,237.0
0,4,21,249.0
0,4,22,264.0
0,4,23,272.0
0,4,24,287.0
0,5,0,67.0
0,5,1,59.0
0,5,2,53.0
0,5,3,37.0
0,5,4,15.0
0,5,6,16.0
0,5,7,29.0
0,5,8,41.0
0,5,9,54.0
0,5,10,65.0
0,5,11,80.0
0,5,12,95.0
0,5,13,109.0
0,5,14,127.0
0,5,15,137.0
0,5,16,162.0
0,5,17,176.0
0,5,18,195.0
0,5,19,210.0
0,5,20,222.0
