0,0,1,15.0
0,0,2,40.0
0,0,3,51.0
0,0,4,68.0
0,0,5,80.0
0,0,6,84.0
0,0,7,92.0
0,0,8,99.0
0,0,9,108.0
0,0,10,121.0
0,0,11,130.0
0,0,12,137.0
0,0,13,147.0
0,0,14,152.0
0,0,15,168.0
0,0,16,183.0
0,0,17,196.0
0,0,18,204.0
0,0,19,215.0
0,0,20,196.0
0,0,21,143.0
0,0,22,73.0
0,0,23,54.0
0,0,24,26.0
0,1,0,15.0
0,1,2,26.0
0,1,3,36.0
0,1,4,53.0
0,1,5,65.0
0,1,6,69.0
0,1,7,77.0
0,1,8,85.0
0,1,9,95.0
0,1,10,108.0
0,1,11,116.0
0,1,12,123.0
0,1,13,132.0
0,1,14,138.0
0,1,15,153.0
0,1,16,169.0
0,1,17,182.0
0,1,18,191.0
0,1,19,202.0
0,1,20,182.0
0,1,21,128.0
0,1,22,58.0
0,1,23,39.0
0,1,24,13.0
0,2,0,40.0
0,2,1,26.0
0,2,3,12.0
0,2,4,28.0
0,2,5,41.0
0,2,6,48.0
0,2,7,59.0
0,2,8,69.0
0,2,9,80.0
0,2,10,92.0
0,2,11,99.0
0,2,12,105.0
0,2,13,113.0
0,2,14,118.0
0,2,15,133.0
0,2,16,150.0
0,2,17,164.0
0,2,18,174.0
0,2,19,185.0
0,2,20,165.0
0,2,21,109.0
0,2,22,35.0
0,2,23,17.0
0,2,24,23.0
0,3,0,51.0
0,3,1,36.0
0,3,2,12.0
0,3,4,16.0
0,3,5,29.0
0,3,6,36.0
0,3,7,48.0
0,3,8,58.0
0,3,9,69.0
0,3,10,81.0
0,3,11,88.0
0,3,12,93.0
0,3,13,101.0
0,3,14,106.0
0,3,15,121.0
0,3,16,138.0
0,3,17,153.0
0,3,18,162.0
0,3,19,174.0
0,3,20,153.0
0,3,21,97.0
0,3,22,23.0
0,3,23,6.0
0,3,24,31.0
0,4,0,68.0
0,4,1,53.0
0,4,2,28.0
0,4,3,16.0
0,4,5,13.0
0,4,6,21.0
0,4,7,35.0
0,4,8,47.0
0,4,9,59.0
0,4,10,70.0
0,4,11,75.0
0,4,12,79.0
0,4,13,86.0
0,4,14,91.0
0,4,15,106.0
0,4,16,123.0
0,4,17,139.0
0,4,18,148.0
0,4,19,160.0
0,4,20,139.0
0,4,21,82.0
0,4,22,7.0
0,4,23,14.0
0,4,24,46.0
0,5,0,80.0
0,5,1,65.0
0,5,2,41.0
0,5,3,29.0
0,5,4,13.0
0,5,6,9.0
0,5,7,24.0
0,5,8,36.0
0,5,9,48.0
0,5,10,58.0
0,5,11,62.0
0,5,12,66.0
0,5,13,73.0
0,5,14,77.0
0,5,15,92.0
0,5,16,110.0
0,5,17,125.0
0,5,18,135.0
0,5,19,147.0
0,5,20,126.0
0,5,21,68.0
0,5,22,6.0
0,5,23,25.0
0,5,24,56.0
0,6,0,84.0
0,6,1,69.0
0,6,2,48.0
0,6,3,36.0
0,6,4,21.0
0,6,5,9.0
0,6,7,14.0
0,6,8,26.0
0,6,9,38.0
0,6,10,48.0
0,6,11,53.0
0,6,12,57.0
0,6,13,65.0
0,6,14,70.0
0,6,15,85.0
0,6,16,102.0
0,6,17,117.0
0,6,18,127.0
0,6,19,138.0
0,6,20,117.0
0,6,21,61.0
0,6,22,13.0
0,6,23,30.0
0,6,24,59.0
0,7,0,92.0
0,7,1,77.0
0,7,2,59.0
0,7,3,48.0
0,7,4,35.0
0,7,5,24.0
0,7,6,14.0
0,7,8,11.0
0,7,9,24.0
0,7,10,34.0
0,7,11,40.0
0,7,12,46.0
0,7,13,55.0
0,7,14,60.0
0,7,15,75.0
0,7,16,91.0
0,7,17,105.0
0,7,18,114.0
0,7,19,126.0
0,7,20,105.0
0,7,21,50.0
0,7,22,28.0
0,7,23,42.0
0,7,24,65.0
0,8,0,99.0
0,8,1,85.0
0,8,2,69.0
0,8,3,58.0
0,8,4,47.0
0,8,5,36.0
0,8,6,26.0
0,8,7,11.0
0,8,9,12.0
0,8,10,23.0
0,8,11,30.0
0,8,12,38.0
0,8,13,48.0
0,8,14,53.0
0,8,15,69.0
0,8,16,83.0
0,8,17,96.0
0,8,18,105.0
0,8,19,116.0
0,8,20,96.0
0,8,21,44.0
0,8,22,39.0
0,8,23,52.0
0,8,24,73.0
0,9,0,108.0
0,9,1,95.0
0,9,2,80.0
0,9,3,69.0
0,9,4,59.0
0,9,5,48.0
0,9,6,38.0
0,9,7,24.0
0,9,8,12.0
0,9,10,13.0
0,9,11,23.0
0,9,12,32.0
0,9,13,43.0
0,9,14,49.0
0,9,15,64.0
0,9,16,76.0
0,9,17,87.0
0,9,18,96.0
0,9,19,107.0
0,9,20,88.0
0,9,21,40.0
0,9,22,51.0
0,9,23,63.0
0,9,24,81.0
0,10,0,121.0
0,10,1,108.0
0,10,2,92.0
0,10,3,81.0
0,10,4,70.0
0,10,5,58.0
0,10,6,48.0
0,10,7,34.0
0,10,8,23.0
0,10,9,13.0
0,10,11,10.0
0,10,12,21.0
0,10,13,31.0
0,10,14,37.0
0,10,15,52.0
0,10,16,62.0
0,10,17,74.0
0,10,18,82.0
0,10,19,93.0
0,10,20,74.0
0,10,21,28.0
0,10,22,62.0
0,10,23,75.0
0,10,24,95.0
0,11,0,130.0
0,11,1,116.0
0,11,2,99.0
0,11,3,88.0
0,11,4,75.0
0,11,5,62.0
0,11,6,53.0
0,11,7,40.0
0,11,8,30.0
0,11,9,23.0
0,11,10,10.0
0,11,12,10.0
0,11,13,20.0
0,11,14,26.0
0,11,15,41.0
0,11,16,52.0
0,11,17,65.0
0,11,18,74.0
0,11,19,86.0
0,11,20,65.0
0,11,21,18.0
