,FarmID,LivingLeavesNum_onions,DeadLeavesNum_onions,FeuillageCouche_onions,Plant_ID,cote_b_squamosa,SampleDate,Bulb_onions_date,cote_p_destructor,cote_s_vesicarium
918,3,7,2,0,22,2,222,210,0.0,0.0
919,3,7,2,0,23,1,222,210,0.0,0.0
920,3,7,2,0,24,1,222,210,0.0,0.0
921,3,7,2,0,25,1,222,210,0.0,0.0
597,1,7,2,1,1,0,225,195,0.0,0.0
598,1,7,2,1,2,0,225,195,0.0,0.0
599,1,7,2,1,3,0,225,195,0.0,0.0
600,1,7,2,1,4,1,225,195,0.0,1.0
601,1,7,2,1,5,1,225,195,0.0,1.0
602,1,7,2,1,6,0,225,195,0.0,1.0
603,1,7,2,1,7,0,225,195,0.0,0.0
604,1,7,2,1,8,0,225,195,0.0,0.0
605,1,7,2,1,9,0,225,195,0.0,0.0
606,1,7,2,1,10,0,225,195,0.0,0.0
607,1,7,2,1,11,0,225,195,0.0,1.0
608,1,7,2,1,12,0,225,195,0.0,1.0
609,1,7,2,1,13,0,225,195,0.0,0.0
610,1,7,2,1,14,0,225,195,0.0,0.0
611,1,7,2,1,15,0,225,195,0.0,0.0
612,1,7,2,1,16,0,225,195,0.0,0.0
613,1,7,2,1,17,0,225,195,0.0,0.0
614,1,7,2,1,18,0,225,195,0.0,0.0
615,1,7,2,1,19,1,225,195,0.0,0.0
616,1,7,2,1,20,0,225,195,0.0,0.0
617,1,7,2,1,21,0,225,195,0.0,0.0
618,1,7,2,1,22,0,225,195,0.0,0.0
619,1,7,2,1,23,0,225,195,0.0,0.0
620,1,7,2,1,24,0,225,195,0.0,0.0
621,1,7,2,1,25,0,225,195,0.0,0.0
922,3,6,1,1,1,1,231,210,0.0,0.0
923,3,6,1,1,2,1,231,210,1.0,0.0
924,3,6,1,1,3,1,231,210,0.0,0.0
925,3,6,1,1,4,1,231,210,0.0,1.0
926,3,6,1,1,5,1,231,210,1.0,0.0
927,3,6,1,1,6,1,231,210,0.0,0.0
928,3,6,1,1,7,2,231,210,0.0,1.0
929,3,6,1,1,8,0,231,210,0.0,1.0
930,3,6,1,1,9,1,231,210,1.0,1.0
931,3,6,1,1,10,0,231,210,1.0,1.0
932,3,6,1,1,11,1,231,210,1.0,1.0
933,3,6,1,1,12,0,231,210,1.0,1.0
934,3,6,1,1,13,1,231,210,1.0,1.0
935,3,6,1,1,14,1,231,210,0.0,1.0
936,3,6,1,1,15,0,231,210,1.0,1.0
937,3,6,1,1,16,1,231,210,1.0,1.0
938,3,6,1,1,17,0,231,210,1.0,1.0
939,3,6,1,1,18,1,231,210,1.0,1.0
940,3,6,1,1,19,0,231,210,1.0,1.0
941,3,6,1,1,20,0,231,210,1.0,1.0
942,3,6,1,1,21,0,231,210,1.0,1.0
943,3,6,1,1,22,0,231,210,1.0,1.0
944,3,6,1,1,23,0,231,210,0.0,1.0
945,3,6,1,1,24,1,231,210,1.0,1.0
946,3,6,1,1,25,3,231,210,1.0,1.0
